normalized_address,lat,lng,quality,source,resolved_at
"2447 N WICKHAM RD STE 128, MELBOURNE, 32935",28.147527333637,-80.671739999242,Exact/R,census,2026-09-03T22:59:10.736Z
"2447 N WICKHAM RD STE 136, MELBOURNE, 32935",28.147527333637,-80.671739999242,Exact/R,census,2026-09-03T22:59:10.736Z
"2447 NORTH WICKHAM RD 144, MELBOURNE, 32935",28.147527333637,-80.671739999242,Exact/R,census,2026-09-03T22:59:10.736Z
"2447 NW 2ND AVE, MIAMI, 33127",25.800301259778,-80.199010217219,Exact/R,census,2026-09-02T23:42:22.837Z
"2447 S HWY 27, CLERMONT, 34711",28.536535725833,-81.737043531804,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2447 S ORANGE AVE, ORLANDO, 32806",28.515243662134,-81.376293687223,Exact/L,census,2026-09-03T22:59:10.736Z
"24471 SANDHILL BLVD, PUNTA GORDA, 33983",27.022120351043,-82.04410651053,Exact/R,census,2026-09-03T22:59:10.736Z
"2448 E COLONIAL DR, ORLANDO, 32803",28.553018358132,-81.351516903375,Exact/L,census,2026-09-03T22:59:10.736Z
"2448 E SUNRISE BLVD SUITE F, FORT LAUDERDALE, 33304",26.137787855409,-80.113774959121,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"2448 N HERITAGE OAKS PATH, HERNANDO, 34442",28.899042090448,-82.441081136149,Exact/R,census,2026-09-03T22:59:10.736Z
"2448 SE FEDERAL HWY, STUART, 34994",27.174906800588,-80.233981281425,Exact/L,census,2026-09-03T22:59:10.736Z
"2448 VOLUSIA AVE, ORANGE CITY, 32763",28.9201846,-81.2988117,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"24480 SANDHILL BLVD, PORT CHARLOTTE, 33983",27.022394523903,-82.043971766211,Exact/L,census,2026-09-03T22:59:10.736Z
"2449 UNIVERSITY BLVD N, JACKSONVILLE, 32211",30.347565530339,-81.602691867856,Exact/R,census,2026-09-03T22:59:10.736Z
"2449 UNIVERSITY BOULEVARD NORTH, JACKSONVILLE, 32211",30.347565530339,-81.602691867856,Exact/R,census,2026-09-03T22:59:10.736Z
"2449 WILTON DR, WILTON MANORS, 33305",26.158696830514,-80.133795571132,Exact/L,census,2026-09-02T23:42:22.837Z
"244A ST GEORGE ST, ST AUGUSTINE, 32084",29.890047684709,-81.3121624842,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"245 108 AVE, TREASURE ISLAND, 33706",27.770912285096,-82.766899884882,Exact/R,census,2026-09-03T22:59:10.736Z
"245 6 ST, WINTER HAVEN, 33881",28.0256467,-81.73364420000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"245 E FLAGLER ST, MIAMI, 33131",25.774314487942,-80.189141457671,Exact/L,census,2026-09-02T23:42:22.837Z
"245 FRONT ST, KEY WEST, 33040",24.557813474019,-81.806707789486,Exact/R,census,2026-09-03T22:59:10.736Z
"245 N BANANA RIVER DR, MERRITT ISLAND, 32952",28.361124823219,-80.664989748475,Exact/L,census,2026-09-03T22:59:10.736Z
"245 N POMPANO BEACH BLVD, POMPANO BEACH, 33062",26.235938523785,-80.089198244668,Exact/L,census,2026-09-02T23:42:22.837Z
"245 NE 14 ST UNIT 103, MIAMI, 33132",25.788301605598,-80.189969618769,Exact/L,census,2026-09-02T23:42:22.837Z
"245 OLD HWY 17, POMOMNA PARK, 32181",29.4797421,-81.56645569999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"245 PALM BAY RD, MELBOURNE, 32904",28.0362074,-80.664076,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"245 RASBERRY RD, CRESTVIEW, 32536",30.726510460431,-86.571278027775,Exact/R,census,2026-09-03T22:59:10.736Z
"245 RIVERSIDE AVENUE 195, JACKSONVILLE, 32202",30.322198065699,-81.672512895197,Exact/L,census,2026-09-03T22:59:10.736Z
"245 SE HWY 441, OKEECHOBEE, 34974",27.199962856081,-80.825846931765,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"245 SR 312, SAINT AUGUSTINE, 32086",29.866716566338,-81.320990708561,Exact/R,census,2026-09-03T22:59:10.736Z
"245 SW BRECKENRIDGE LN, FORT WHITE, 32038",29.979356686899,-82.751249735401,Exact/L,census,2026-09-03T22:59:10.736Z
"245 SW COMMERCE DR, LAKE CITY, 32025",30.17822547046,-82.685438316777,Exact/L,census,2026-09-03T22:59:10.736Z
"245 TONEY PENNA DR, JUPITER, 33458",26.926350039009,-80.096988129394,Exact/R,census,2026-08-24T03:02:29.698Z
"245 UNIVERSITY DRIVE, CORAL GABLES, 33134",25.743876997931,-80.259453241535,Exact/R,census,2026-09-02T23:42:22.837Z
"245 W 51 ST, HIALEAH, 33012",25.868634061691,-80.287689074208,Exact/R,census,2026-09-02T23:42:22.837Z
"245 W CENTRAL AVE 102, WINTER HAVEN, 33880",28.022245678268,-81.729637919698,Exact/R,census,2026-09-03T22:59:10.736Z
"245 W CENTRAL AVE STE 300, WINTER HAVEN, 33880",28.022245678268,-81.729637919698,Exact/R,census,2026-09-03T22:59:10.736Z
"245 WATER ST, JACKSONVILLE, 32202",30.325491111784,-81.661624204174,Exact/R,census,2026-09-03T22:59:10.736Z
"2450 E HWY 50 BLDG H, CLERMONT, 34711",28.5467999,-81.7097414,google:RANGE_INTERPOLATED,google,2026-09-04T01:08:56.076Z
"2450 ESTERO BLVD, FT MYERS BEACH, 33931",26.448946657377,-81.943717228393,Exact/R,census,2026-09-03T22:59:10.736Z
"2450 LAUREL ROAD EAST, VENICE, 34275",27.137412728381,-82.420899851584,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2450 NORTH HWY A1A, MELBOURNE, 32903",28.1255131,-80.5778218,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"2450 NW 36 ST, MIAMI, 33142",25.809138366631,-80.237187556377,Exact/L,census,2026-09-02T23:42:22.837Z
"2450 QUANTUM BLVD, BOYNTON BEACH, 33426",26.549064819943,-80.087398095898,Exact/R,census,2026-08-24T03:02:29.698Z
"2450 S RIDGEWOOD AVE, SOUTH DAYTONA, 32119",29.165052340876,-80.998534371418,Exact/R,census,2026-09-03T22:59:10.736Z
"2450 SHUMARD OAK BLVD BLGD 2, TALLAHASSEE, 32310",30.38749164826,-84.237654277811,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2450 SPRINGHILL RD 4, TALLAHASSEE, 32305",30.416842385863,-84.302356697193,Exact/R,census,2026-09-03T22:59:10.736Z
"2450 US 1 S, SAINT AUGUSTINE, 32086",29.853005796931,-81.322608466282,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2450 W ATLANTIC BLVD, POMPANO BEACH, 33069",26.2305871,-80.1551963,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"2450 W NEW HAVEN AVE, WEST MELBOURNE, 32904",28.078985529626,-80.661753035017,Exact/R,census,2026-09-03T22:59:10.736Z
"24505 CALUSA BLVD, EUSTIS, 32736",28.8845475,-81.5489358,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"2451 FIRST ST, FORT MYERS, 33901",26.6460081,-81.86727549999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"2451 INT'L SPEEDWAY BLVD, DAYTONA BEACH, 32114",29.180397561259,-81.079753651277,Exact/L,census,2026-09-03T22:59:10.736Z
"2451 MCMULLEN BOOTH RD STE 1, CLEARWATER, 33759",28.01029311502,-82.709116422562,Exact/R,census,2026-09-03T22:59:10.736Z
"2451 N ATLANTIC AVE, DAYTONA BEACH, 32118",29.26108053349,-81.024683350165,Exact/L,census,2026-09-03T22:59:10.736Z
"2451 N FEDERAL HWY, POMPANO BEACH, 33064",26.263957167892,-80.099187455382,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"2451 N MCMULLEN BOOTH RD, CLEARWATER, 33759",28.010863769568,-82.708787652634,Exact/R,census,2026-09-03T22:59:10.736Z
"2451 N UNIVERSITY DR, SUNRISE, 33322",26.154820624567,-80.257352135736,Exact/L,census,2026-09-02T23:42:22.837Z
"2451 NE 186TH ST SUITE 4, MIAMI, 33180",25.947420807986,-80.151819815186,Exact/L,census,2026-09-02T23:42:22.837Z
"2451 NW 28 ST, MIAMI, 33142",25.801817889438,-80.236961794411,Exact/R,census,2026-09-02T23:42:22.837Z
"2451 NW 5 AVE, MIAMI, 33127",25.800289557882,-80.203057941403,Exact/R,census,2026-09-02T23:42:22.837Z
"2451 S HIAWASSEE RD, ORLANDO, 32835",28.516976916101,-81.483878921819,Exact/L,census,2026-09-03T22:59:10.736Z
"2451 S MILITARY TRL, WEST PALM BEACH, 33415",26.640942342488,-80.112778438646,Exact/R,census,2026-08-24T03:02:29.698Z
"2451 SE 4 AVE, FORT LAUDERDALE, 33316",26.092241723394,-80.138635699546,Exact/R,census,2026-09-02T23:42:22.837Z
"2451 US HIGHWAY 27 SOUTH, AVON PARK, 33825",27.564141211311,-81.512901886868,Exact/R,census,2026-09-03T22:59:10.736Z
"2451 W 3 AVE, HIALEAH, 33010",25.843918449957,-80.288075910441,Exact/R,census,2026-09-02T23:42:22.837Z
"2451 W 68 ST, HIALEAH, 33016",25.884419775206,-80.333347739761,Exact/L,census,2026-09-02T23:42:22.837Z
"2451-2461 S UNIVESITY DR, DAVIE, 33324",26.090023025544,-80.251328669424,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"2452 S NOVA RD, SOUTH DAYTONA, 32119",29.156572187975,-81.021125462729,Exact/R,census,2026-09-03T22:59:10.736Z
"2453 N DALE MABRY HIGHWAY, TAMPA, 33607",27.962814277476,-82.505527734343,Exact/R,census,2026-09-03T22:59:10.736Z
"2453 SR 16, SAINT AUGUSTINE, 32092",29.918144727425,-81.414265622311,Exact/L,census,2026-09-03T22:59:10.736Z
"2454 LAUREL RD E, NORTH VENICE, 34275",27.137398225716,-82.418504027872,Exact/R,census,2026-09-03T22:59:10.736Z
"2454 MCMULLEN BOOTH RD 207, CLEARWATER, 33759",28.010293115011,-82.708788626434,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2454 MCMULLEN BOOTH RD, CLEARWATER, 33759",28.010293115011,-82.708788626434,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2454 N MCMULLEN BOOTH RD STE 205, CLEARWATER, 33759",28.010293115011,-82.708788626434,Exact/R,census,2026-09-03T22:59:10.736Z
"2454 N MCMULLEN BOOTH RD, CLEARWATER, 33759",28.010293115011,-82.708788626434,Exact/R,census,2026-09-03T22:59:10.736Z
"2454 N UNIVERSITY DR, SUNRISE, 33322",26.154550648162,-80.257038351712,Exact/R,census,2026-09-02T23:42:22.837Z
"2454 S NOVA RD, SOUTH DAYTONA, 32119",29.156543236524,-81.021112399271,Exact/R,census,2026-09-03T22:59:10.736Z
"2454 S VOLUSIA AVE, ORANGE CITY, 32763",28.920011543471,-81.300207293491,Exact/L,census,2026-09-03T22:59:10.736Z
"2454 SE INDIAN ST, STUART, 34997",27.168424797901,-80.220453137203,Exact/R,census,2026-09-03T22:59:10.736Z
"2454 SHERIDAN, HOLLYWOOD, 33020",26.033220962638,-80.156475562012,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"2454 W 60 ST, HIALEAH, 33016",25.876957225559,-80.332310731107,Exact/L,census,2026-09-02T23:42:22.837Z
"24546 N US HWY 19, CLEARWATER, 33763",27.994788117634,-82.72984546235,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2455 E SUNRISE BLVD STE 104, FORT LAUDERDALE, 33304",26.138070218372,-80.113710424732,Exact/L,census,2026-09-02T23:42:22.837Z
"2455 INTL SPEEDWAY BLVD, DAYTONA BEACH, 32114",29.180294918883,-81.079807265166,Exact/L,census,2026-09-03T22:59:10.736Z
"2455 METROCENTRE BLVD, WEST PALM BEACH, 33407",26.758750623456,-80.096542231838,Exact/R,census,2026-08-24T03:02:29.698Z
"2455 N MCMULLEN BOOTH RD STE A, CLEARWATER, 33759",28.010958903322,-82.708787372826,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2455 S HIAWASSEE RD, ORLANDO, 32835",28.516972294625,-81.483884554243,Exact/L,census,2026-09-03T22:59:10.736Z
"2455 SE HWY 70, ARCADIA, 34266",27.209106696687,-81.833555022556,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2455 SR 16 E, SAINT AUGUSTINE, 32092",29.918147123918,-81.414269117195,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2455 SR 207, SAINT AUGUSTINE, 32084",29.830023672716,-81.375611684258,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2455 SR-16-E, ST AUGUSTINE, 32092",29.918147123918,-81.414269117195,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2455 W INTERNATIONAL SPEEDWAY BLVD, DAYTONA BEACH, 32114",29.180294918883,-81.079807265166,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2455 W INTL SPEEDWAY UNIT 501, DAYTONA BEACH, 32114",29.180294918883,-81.079807265166,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2455 W MIDWAY RD, FORT PIERCE, 34681",27.374127808832,-80.348477701782,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2456 GULF TO BAY BLVD, CLEARWATER, 33765",27.960595478174,-82.735586549498,Exact/L,census,2026-09-03T22:59:10.736Z
"2456 MCMULLEN BOOTH RD, SAFETY HARBOR, 34695",28.0118745,-82.70851239999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"2456B FL-71, MARIANNA, 32448",30.770441190263,-85.20215690044,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2457 S HIAWASSEE RD 240, ORLANDO, 32835",28.516969983886,-81.483887370456,Exact/L,census,2026-09-03T22:59:10.736Z
"2457 S HWY 27, CLERMONT, 34711",28.53638491102,-81.736960216737,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2457 SUNRISE BLVD STE 1G-K, FORT LAUDERDALE, 33304",26.138070904497,-80.113673631221,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"2458 SHERIDAN ST, HOLLYWOOD, 33020",26.033219429312,-80.156561811723,Exact/R,census,2026-09-02T23:42:22.837Z
"2458-2462 CENTRAL AVE, ST PETERSBURG, 33712",27.770949580301,-82.666644639661,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2459 PINEAPPLE AVE, MELBOURNE, 32935",28.146091458955,-80.634432106037,Exact/R,census,2026-09-03T22:59:10.736Z
"245A AND 245B WORTH AVE, PALM BEACH, 33480",26.700898752476,-80.037556958955,Non_Exact/R,census,2026-08-24T03:02:29.698Z
"246 COLUMBIA CT, SEVILLE, 32190",29.32252931778,-81.489766328864,Exact/L,census,2026-09-03T22:59:10.736Z
"246 EGLIN PARKWAY NE STE B, FORT WALTON BEACH, 32547",30.43118105732,-86.605111434199,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"246 GIRALDA AVE, CORAL GABLES, 33134",25.751125680709,-80.259680376741,Exact/L,census,2026-09-02T23:42:22.837Z
"246 HIGHWAY 17, EAST PALATKA, 32131",29.645393171063,-81.594984594749,Exact/L,census,2026-09-03T22:59:10.736Z
"246 NW 25 TH ST, MIAMI, 33127",25.800653584897,-80.20003613847,Exact/L,census,2026-09-02T23:42:22.837Z
"246 S BEACH ST 100, DAYTONA BEACH, 32114",29.20895850265,-81.017709110092,Exact/R,census,2026-09-03T22:59:10.736Z
"246 S HWY 17 E, EAST PALATKA, 32131",29.645393171063,-81.594984594749,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"246 S POWERLINE RD, DEERFIELD BEACH, 33442",26.314243451194,-80.152523186731,Exact/L,census,2026-09-02T23:42:22.837Z
"246 SW PORT ST LUCIE BLVD, PORT ST LUCIE, 34984",27.274075958149,-80.351940760849,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2460 BURNSED BLVD, THE VILLAGES, 32163",28.864363029869,-82.015866465681,Exact/R,census,2026-09-03T22:59:10.736Z
"2460 GLADE SPRINGS DR, JACKSONVILLE, 32246",30.301440281475,-81.467682513463,Exact/R,census,2026-09-03T22:59:10.736Z
"2460 N FEDERAL HWY, LIGHTHOUSE POINT, 33064",26.262534173798,-80.099082439168,Exact/L,census,2026-09-02T23:42:22.837Z
"2460 PGA BLVD, PALM BEACH GARDENS, 33410",26.844582962615,-80.070879010059,Exact/L,census,2026-08-24T03:02:29.698Z
"2460 RIFLE RANGE RD, WINTER HAVEN, 33880",27.9253266,-81.7263801,google:RANGE_INTERPOLATED,google,2026-09-04T01:08:56.076Z
"2460 W SR 84, FORT LAUDERDALE, 33312",26.086416185993,-80.176025404886,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"2460 W STATE ROAD 84, DANIA BEACH, 33312",26.086416185993,-80.176025404886,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"2460 WESTON RD, WESTON, 33326",26.08820879177,-80.371746963985,Exact/R,census,2026-09-02T23:42:22.837Z
"24600 S TAMIAMI TRL 100, BONITA SPRINGS, 34134",26.382665112688,-81.808293020614,Exact/R,census,2026-09-03T22:59:10.736Z
"24600 S TAMIAMI TRL 200, BONITA SPRINGS, 34134",26.382665112688,-81.808293020614,Exact/R,census,2026-09-03T22:59:10.736Z
"24600 S TAMIAMI TRL STE 104-106, BONITA SPRINGS, 34134",26.382665112688,-81.808293020614,Exact/R,census,2026-09-03T22:59:10.736Z
"24600 TAMIAMI TRAIL S STE 204, BONITA SPRINGS, 34134",26.382665112688,-81.808293020614,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2461 E GULF TO LAKE HWY, INVERNESS, 34453",28.854967528807,-82.392517806949,Exact/L,census,2026-09-03T22:59:10.736Z
"2461 E IRLO BRONSON MEMORIAL HWY, KISSIMMEE, 34744",28.2799792,-81.3439944,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"2461 HANSON ST, FORT MYERS, 33901",26.622703333834,-81.862754682228,Exact/L,census,2026-09-03T22:59:10.736Z
"2461 METROCENTRE BLVD, WEST PALM BEACH, 33407",26.758813593467,-80.096539256876,Exact/R,census,2026-08-24T03:02:29.698Z
"2461 N MAIN STREET, BELLE GLADE, 33430",26.7189352,-80.665483,google:ROOFTOP,google,2026-08-24T12:15:59.167Z
"2461 S HIAWASSEE RD, ORLANDO, 32835",28.51696536241,-81.48389300288,Exact/L,census,2026-09-03T22:59:10.736Z
"24611 PRODUCTION CIR UNIT 4-5, BONITA SPRINGS, 34135",26.382999110271,-81.806833176632,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"24625 S DIXIE HWY, PRINCETON, 33032",25.538410106184,-80.408986864707,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"2463 COLLIDGE RD, FORT PIERCE, 34945",27.418634406518,-80.407533257163,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"2463 COOLIDGE RD, FORT PIERCE, 34945",27.418634406518,-80.407533257163,Exact/L,census,2026-09-03T22:59:10.736Z
"24630 S TAMIAMI TRAIL UNIT B, BONITA SPRINGS, 34134",26.382028638482,-81.808192321991,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"24630 S TAMIAMI TRL UNIT A, BONITA SPGS, 34134",26.382028638482,-81.808192321991,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2464 S ATLANTIC AVE, COCOA BEACH, 32931",28.281905621215,-80.607542998562,Exact/R,census,2026-09-03T22:59:10.736Z
"2464 TAMIAMI TRAIL E, NAPLES, 34112",26.132739741255,-81.774974371966,Exact/R,census,2026-09-03T22:59:10.736Z
"2464 VANDERBILT BEACH RD STE 500, NAPLES, 34109",26.243762533824,-81.769898163239,Exact/R,census,2026-09-03T22:59:10.736Z
"2464 VANDERBILT BEACH RD, NAPLES, 34109",26.243762533824,-81.769898163239,Exact/R,census,2026-09-03T22:59:10.736Z
"2464 W 80 ST, HIALEAH, 33016",25.895115990196,-80.333202577864,Exact/R,census,2026-09-02T23:42:22.837Z
"24646 SR 40, ASTOR, 32102",29.162490768002,-81.531797848906,Exact/R,census,2026-09-03T22:59:10.736Z
"2465 E SUNRISE BLVD, FT LAUDERDALE, 33304",26.138073648998,-80.113526457176,Exact/L,census,2026-09-02T23:42:22.837Z
"2465 S HWY 27, CLERMONT, 34711",28.536265722906,-81.736894728771,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2465 SR 16, SAINT AUGUSTINE, 32092",29.918159106379,-81.414286591616,Exact/L,census,2026-09-03T22:59:10.736Z
"2465 SR 7 STE 300, VILLAGE OF WELLINGTO, 33414",26.644996,-80.20477699999999,google:ROOFTOP,google,2026-08-24T12:15:59.167Z
"2465 STATE ROAD 7, WELLINGTON, 33414",26.6447762,-80.20483589999999,google:ROOFTOP,google,2026-08-24T12:15:59.167Z
"2465 UNIVERSITY DR, CORAL SPRINGS, 33065",26.260893554123,-80.24985612348,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"2465 W US HWY 90, LAKE CITY, 32055",30.179442677129,-82.671634147308,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"24655 SW 112 AVE, HOMESTEAD, 33032",25.5384245662,-80.371986783735,Exact/L,census,2026-09-02T23:42:22.837Z
"24655 SW 112 AVENUE SUITE 108-109, HOMESTEAD, 33032",25.5384245662,-80.371986783735,Exact/L,census,2026-09-02T23:42:22.837Z
"2466 N POWERLINE RD, POMPANO BEACH, 33069",26.26139590857,-80.151713588663,Exact/L,census,2026-09-02T23:42:22.837Z
"2466 N SR 7, MARGATE, 33063",26.25886587424,-80.201397942316,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"2466 PGA BLVD, PALM BEACH GARDENS, 33410",26.844585884849,-80.071069247218,Exact/L,census,2026-08-24T03:02:29.698Z
"2467 FAYE RD STE 1-2, JACKSONVILLE, 32226",30.437686313949,-81.582114335034,Exact/L,census,2026-09-03T22:59:10.736Z
"2467 FAYE RD UNIT 10, JACKSONVILLE, 32226",30.437686313949,-81.582114335034,Exact/L,census,2026-09-03T22:59:10.736Z
"2467 FAYE ROAD STE 9, JACKSONVILLE, 32226",30.437686313949,-81.582114335034,Exact/L,census,2026-09-03T22:59:10.736Z
"2467 N STATE RD 7, LAUDERHILL, 33313",26.157757267828,-80.203105398143,Exact/L,census,2026-09-02T23:42:22.837Z
"2467 SE 102ND RD, WEBSTER, 33597",28.606311363579,-82.063362644163,Exact/R,census,2026-09-03T22:59:10.736Z
"2468 BLANDING BLVD 101, MIDDLEBURG, 32068",30.073377253729,-81.864673821249,Exact/L,census,2026-09-03T22:59:10.736Z
"2468 BURNSED BLVD, THE VILLAGES, 32163",28.864363504329,-82.016048419233,Exact/R,census,2026-09-03T22:59:10.736Z
"2468 HWY 441/27 STE 101, FRUITLAND PARK, 34731",28.8728542,-81.9071206,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"2468 SUN VISTA DR, WESLEY CHAPEL, 33559",28.190462402209,-82.394529652582,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2468 WILTON DR, WILTON MANORS, 33305",26.158728160005,-80.133453697894,Exact/R,census,2026-09-02T23:42:22.837Z
"2469 NW 62 ST, MIAMI, 33147",25.831262134193,-80.238529986394,Exact/R,census,2026-09-02T23:42:22.837Z
"2469 S ORANGE BLOSSOM TRL, ORLANDO, 32805",28.516746374858,-81.396968177782,Exact/L,census,2026-09-03T22:59:10.736Z
"2469 US HWY 90 W STE 106, LAKE CITY, 32055",30.179446678338,-82.671684402466,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2469 W US HWY 90 STE 148, LAKE CITY, 32055",30.179446678338,-82.671684402466,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"247 - 249 E FLAGLER ST, MIAMI, 33131",25.774315164044,-80.189044436638,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"247 71 ST, MIAMI BEACH, 33141",25.856171049896,-80.120934942937,Exact/R,census,2026-09-02T23:42:22.837Z
"247 CENTRAL AVE, ST PETERSBURG, 33701",27.771266417279,-82.636274476864,Exact/R,census,2026-09-03T22:59:10.736Z
"247 E GRANADA BLVD, ORMOND BEACH, 32176",29.291797012479,-81.040449427123,Exact/L,census,2026-09-03T22:59:10.736Z
"247 E PARK AVE, LAKE WALES, 33853",27.902752112518,-81.58723047564,Exact/L,census,2026-09-03T22:59:10.736Z
"247 FRONT ST, KEY WEST, 33040",24.557833637597,-81.806708221562,Exact/R,census,2026-09-03T22:59:10.736Z
"247 MINUTEMEN CAUSEWAY, COCOA BEACH, 32931",28.318497986643,-80.610607383372,Exact/R,census,2026-09-03T22:59:10.736Z
"247 N WOODLAND BLVD, DELAND, 32720",29.031094756052,-81.303451235084,Exact/R,census,2026-09-03T22:59:10.736Z
"247 SE 6 AVE, DELRAY BEACH, 33483",26.456382839755,-80.06685816394,Exact/L,census,2026-08-24T03:02:29.698Z
"247 W BROAD ST, GROVELAND, 34736",28.561003183331,-81.856508410318,Exact/R,census,2026-09-03T22:59:10.736Z
"247 W MAIN ST, APOPKA, 32703",,,google:GEOMETRIC_CENTER-too-coarse,google,2026-09-04T01:08:56.076Z
"2470 BURNSED BLVD, THE VILLAGES, 32163",28.864363622944,-82.016093907621,Exact/R,census,2026-09-03T22:59:10.736Z
"2470 INTERNATIONAL SPEEDWAY BLVD, DAYTONA BEACH, 32114",29.18034726377,-81.080231215111,Exact/L,census,2026-09-03T22:59:10.736Z
"2470 LAUREL RD, NORTH VENICE, 34275",27.137394052054,-82.418032112854,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2470 S FALKENBURG RD, TAMPA, 33619",27.925941510457,-82.337978040887,Exact/R,census,2026-09-03T22:59:10.736Z
"2470 SHERIDAN STREET, HOLLYWOOD, 33020",26.033214829333,-80.156820560855,Exact/R,census,2026-09-02T23:42:22.837Z
"2470 SW 21 ST, FORT LAUDERDALE, 33312",26.096080930241,-80.173730079171,Exact/L,census,2026-09-02T23:42:22.837Z
"2470 W US HWY 90, LAKE CITY, 32055",30.1787586,-82.67271629999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"2471 E COMMERCIAL BLVD, FORT LAUDERDALE, 33308",26.189787123363,-80.112049246307,Exact/L,census,2026-09-02T23:42:22.837Z
"2471 E SEMORAN BLVD, APOPKA, 32703",28.673034923132,-81.465622510723,Exact/L,census,2026-09-03T22:59:10.736Z
"2471 N UNIVERSITY DR, SUNRISE, 33322",26.155062398534,-80.257357697116,Exact/L,census,2026-09-02T23:42:22.837Z
"2471 OKEECHOBEE BLVD, WEST PALM BEACH, 33409",26.706540869255,-80.089765494411,Exact/R,census,2026-08-24T03:02:29.698Z
"2471 S UNIVERSITY DR, DAVIE, 33324",26.089927899652,-80.251324598724,Exact/R,census,2026-09-02T23:42:22.837Z
"2471 US HWY 1 S, SAINT AUGUSTINE, 32086",29.852215599584,-81.322882216581,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"2472 ALOMA AVE, WINTER PARK, 32792",28.601332690499,-81.320101460888,Exact/R,census,2026-09-03T22:59:10.736Z
"24726 FL 54, LUTZ, 33559",28.1852142,-82.4071079,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"24727 S DIXIE HWY, HOMESTEAD, 33032",25.537363065922,-80.410027955886,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"24727 S DIXIE HWY, NARANJA, 33032",25.537363065922,-80.410027955886,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"24727 S DIXIE HWY, PRINCETON, 33032",25.537363065922,-80.410027955886,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"2474 S ORANGE AVE, ORLANDO, 32806",28.514992329087,-81.376424099169,Exact/R,census,2026-09-03T22:59:10.736Z
"2475 APALACHEE PKWY 101, TALLAHASSEE, 32301",30.4274677,-84.2389582,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
